sbj_id,acc_x,acc_y,acc_z,label
6,1.04224,0.19629,-0.2124,jumping
6,0.88965,0.21118,-0.1106,jumping
6,0.7937,0.32788,-0.17261,jumping
6,0.80518,0.35791,-0.40601,jumping
6,0.88037,0.50537,-0.85645,jumping
6,0.77539,0.77441,-1.62158,jumping
6,0.88525,1.08008,-1.99829,jumping
6,1.00806,1.10645,-1.56104,jumping
6,0.66211,0.90308,-1.00122,jumping
6,0.19458,0.44971,-0.57349,jumping
6,-0.18701,0.09595,-0.33301,jumping
6,-0.28467,-0.00708,-0.18018,jumping
6,-0.33325,-0.17505,-0.05444,jumping
6,-0.59937,-0.22485,0.13037,jumping
6,-0.84229,-0.375,0.17456,jumping
6,-0.8999,-0.42334,-0.02466,jumping
6,-0.85962,-0.17993,-0.14673,jumping
6,-0.91943,-0.11353,-0.13379,jumping
6,-0.85889,-0.38721,0.0437,jumping
6,-0.87573,-0.26416,0.14966,jumping
6,-0.85571,-0.32983,0.04346,jumping
6,-0.75,-0.22144,-0.08618,jumping
6,-0.71826,-0.18555,-0.19556,jumping
6,-1.31519,-0.30054,-0.52979,jumping
6,-1.91016,-0.41577,-0.59863,jumping
6,-1.79224,-0.54297,-0.10107,jumping
6,-0.73901,-0.43945,0.09424,jumping
6,0.1709,-0.06006,0.00415,jumping
6,-0.00171,-0.0105,0.03394,jumping
6,-0.24829,-0.08496,-0.10986,jumping
6,-1.32495,-0.33667,0.05298,jumping
6,-1.58057,-0.47241,-0.08838,jumping
6,-1.01196,-0.43188,-0.51416,jumping
6,-1.08813,-0.45776,-0.40381,jumping
6,-1.39868,-0.4541,-0.32373,jumping
6,-1.86646,-0.64087,-0.30859,jumping
6,-1.09424,-0.60547,-0.16284,jumping
6,0.10425,-0.12329,-0.10596,jumping
6,0.11182,0.09619,0.05347,jumping
6,-0.10303,-0.06152,0.03027,jumping
6,-0.95093,-0.33984,0.0874,jumping
6,-1.53345,-0.55933,0.07202,jumping
6,-1.25488,-0.52563,-0.44385,jumping
6,-1.17236,-0.46875,-0.64819,jumping
6,-1.43066,-0.59131,-0.448,jumping
6,-1.86426,-0.75439,-0.10938,jumping
6,-0.93457,-0.58276,-0.22534,jumping
6,0.13403,-0.198,-0.23608,jumping
6,0.10913,0.073,0.11646,jumping
6,0.00391,0.00586,0.07544,jumping
6,-0.62866,-0.3125,0.15942,jumping
6,-1.6499,-0.56641,0.24976,jumping
6,-1.54199,-0.53467,-0.31128,jumping
6,-1.18921,-0.58691,-0.46143,jumping
6,-1.40723,-0.59302,-0.32959,jumping
6,-1.88965,-0.65381,-0.15771,jumping
6,-1.02832,-0.60913,-0.20361,jumping
6,0.15625,-0.17041,-0.23169,jumping
6,0.04077,0.05322,0.05933,jumping
6,-0.39233,-0.18604,0.04248,jumping
6,-1.88428,-0.53833,0.21265,jumping
6,-1.93311,-0.70703,-0.2019,jumping
6,-0.84692,-0.62793,-0.54028,jumping
6,-0.39038,-0.40308,-0.21655,jumping
6,-1.03296,-0.17578,0.09033,jumping
6,-2.06812,-0.50806,-0.00391,jumping
6,-1.80908,-0.92773,-0.10645,jumping
6,-0.19727,-0.396,-0.24976,jumping
6,0.24609,0.01514,0.02612,jumping
6,-0.11694,0.00122,0.16309,jumping
6,0.00415,-0.01025,-0.15527,jumping
6,-1.28345,-0.29199,-0.03857,jumping
6,-2.04834,-0.59595,-0.0083,jumping
6,-1.57495,-0.67529,-0.32056,jumping
6,-0.78369,-0.40527,-0.48853,jumping
6,-0.23804,-0.16968,-0.22485,jumping
6,-1.05859,-0.11914,-0.08521,jumping
6,-2.14648,-0.6416,-0.01221,jumping
6,-1.74121,-0.95142,0.01807,jumping
6,-0.02075,-0.30029,-0.36963,jumping
6,0.16309,0.02466,-0.12329,jumping
6,-0.15967,0.01221,0.09912,jumping
6,-0.17358,-0.07422,-0.09375,jumping
6,-1.46826,-0.4646,-0.06445,jumping
6,-1.70752,-0.46265,-0.17432,jumping
6,-1.02783,-0.46533,-0.36768,jumping
6,-0.99756,-0.36523,-0.42993,jumping
6,-1.38965,-0.22021,-0.52466,jumping
6,-2.02271,-0.58691,-0.19531,jumping
6,-1.22583,-0.59058,-0.00732,jumping
6,0.06812,-0.14771,-0.23755,jumping
6,0.07959,0.01782,0.05908,jumping
6,0.00586,-0.00317,0.0918,jumping
6,-0.27368,-0.17188,-0.00122,jumping
6,-1.54248,-0.42603,-0.04834,jumping
6,-1.92358,-0.54126,-0.30127,jumping
6,-0.91455,-0.46265,-0.45093,jumping
6,-1.47339,-0.49072,-0.35449,jumping
6,-1.81006,-0.66235,-0.20288,jumping
6,-0.99072,-0.53662,-0.10571,jumping
6,0.13696,-0.15063,-0.14429,jumping
6,0.12183,-0.00757,0.1333,jumping
6,-0.01929,-0.03613,0.16162,jumping
6,-0.53809,-0.29492,0.15918,jumping
6,-1.66211,-0.62231,0.1355,jumping
6,-1.60864,-0.53247,-0.28931,jumping
6,-0.98804,-0.42969,-0.49829,jumping
6,-0.8418,-0.36914,-0.37939,jumping
6,-1.33203,-0.34155,-0.4375,jumping
6,-1.91699,-0.6582,-0.47412,jumping
6,-1.49463,-0.7002,-0.2085,jumping
6,-0.11743,-0.16528,-0.35083,jumping
6,0.24683,-0.00195,-0.09839,jumping
6,-0.0498,-0.03442,0.24536,jumping
6,-0.06372,-0.11719,0.02563,jumping
6,-1.38135,-0.53564,0.16675,jumping
6,-1.66577,-0.60864,0.07568,jumping
6,-1.05078,-0.50342,-0.28906,jumping
6,-1.21167,-0.4585,-0.43726,jumping
6,-1.45898,-0.45044,-0.51904,jumping
6,-1.85132,-0.56592,-0.4375,jumping
6,-1.2085,-0.60059,-0.27344,jumping
6,-0.00269,-0.18872,-0.26343,jumping
6,0.16113,0.05884,0.03467,jumping
6,-0.03613,0.01074,0.13013,jumping
6,-0.09741,-0.16113,0.01343,jumping
